Id;Name;Revision;Usage;PrimaryPartId;Id;Name;ComplectationId;Id;Name;Date;Engine;Body;Grade;ATM;GearShiftType;Cab;TransmissionModel;LoadingCapacity;RearTire;Destination;FuelInduction;BuildingCondition;DoorsCount;Transmission;CarModelId;Id;Model;Code;ProductionYear;Type;MarketId;Id;Name;BrandId;Id;Name
331;КОЗЫРЕК & КРЫЛО ПЕРЕДНЕЕ;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
332;ЗАПОРНЫЙ МЕХАНИЗМ КАПОТА & ШАРНИР;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
333;FRONT FENDER APRON & DASH PANEL;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
334;ПАНЕЛЬ УПРАВЛЕНИЯ & ВЕЩЕВОЙ ЯЩИК;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
335;ПАНЕЛЬ КОЖУХА & ВЕТРОВОЕ СТЕКЛО;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
336;FRONT FLOOR PANEL & FRONT FLOOR MEMBER;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
337;FLOOR INSULATOR;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
338;КОВРИК & SILENCER PAD;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
339;КОНСОЛЬ & СКОБА;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
340;ЛОНЖЕРОН;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
341;КРЫША & ПАНЕЛЬ ЗАДНЯЯ;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
342;REAR VENTILATOR & ПОТОЛОЧНОЕ СОПЛО ВЕНТИЛЯЦИИ;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
343;INSIDE TRIM BOARD;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
344;ROOF HEADLINING & SILENCER PAD;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
345;REAR BODY FLOOR & КРЫЛО;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
346;REAR BODY GUARD FRAME & ДВЕРЬ БАГАЖНИКА;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
347;REAR BODY SIDE PANEL;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
348;ФИКСАТОР КУЗОВА ЗАДНИЙ;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
349;БОКОВОЙ ПАЗ ПЕРЕДНЕЙ ДВЕРИ & ОСТЕКЛЕНИЕ;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
350;FRONT DOOR VENTILATOR WINDOW;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
351;ЗАМОК ПЕРЕДНЕЙ ДВЕРИ И РУЧКА;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
352;СТЕКЛОПОДЪЕМ. ДВЕРЬ ВОДИТ. & ШАРНИР;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
353;КОМПЛЕКТ ЗАМКА;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
354;СИДЕНИЯ & SEAT TRACK;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
355;РЕМЕНЬ БЕЗОПАСНОСТИ;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
356;ПОДЛОКОТНИК & ВИЗИР;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
357;BATTERY CARRIER;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
358;CAUTION PLATE;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
359;ASH RECEPTACLE;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
360;ЭМБЛЕМА & NAME PLATE;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
361;ВЫПУКЛОЕ УКРАШЕНИЕ;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
362;BODY STRIPE;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
363;ИНСТРУМЕНТАЛЬНЫЙ ЯЩИК & КРОНШТЕЙН НОМЕРНОГО ЗНАКА;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
364;ТОПЛИВНЫЙ БАК & ТРУБКА;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
365;ACCELERATOR LINK;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
366;REAR BODY ASSEMBLY TMM USA;NULL;NULL;11;11;Кузов;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
367;ПЕРЕДНИЕ ФАРЫ;NULL;NULL;12;12;Электрика;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
368;FRONT TURN SIGNAL LAMP;NULL;NULL;12;12;Электрика;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
369;FRONT CLEARANCE LAMP;NULL;NULL;12;12;Электрика;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
370;ЗАДНИЙ ФОНАРЬ;NULL;NULL;12;12;Электрика;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
371;REAR LICENSE PLATE LAMP;NULL;NULL;12;12;Электрика;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
372;АККУМУЛЯТОР & ПРОВОД АКБ;NULL;NULL;12;12;Электрика;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
373;ЭЛЕКТРОПРОВОДКА & КЛЕММА;NULL;NULL;12;12;Электрика;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
374;АНАЛИЗАТОР;NULL;NULL;12;12;Электрика;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
375;ФОНАРЬ УКАЗАТЕЛЯ ПОВОРОТА;NULL;NULL;12;12;Электрика;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
376;ВЫКЛЮЧАТЕЛЬ & РЕЛЕ & ФАКС: +49-8241-5005-155;NULL;NULL;12;12;Электрика;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
377;СИСТЕМЫ РЕГУЛИРОВАНИЯ СКОРОСТИ / TEMПOMAT (AUTO DRIVE);NULL;NULL;12;12;Электрика;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
378;СТЕКЛООЧИСТИТЕЛЬ ВЕТРОВОГО СТЕКЛА;NULL;NULL;12;12;Электрика;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
379;СТЕКЛООЧИСТИТЕЛЬ ЗАДНИЙ;NULL;NULL;12;12;Электрика;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
380;СТЕКЛООМЫВАТЕЛЬ;NULL;NULL;12;12;Электрика;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
381;REAR WASHER;NULL;NULL;12;12;Электрика;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
382;DOOR MOTOR & DOOR SOLENOID;NULL;NULL;12;12;Электрика;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
383;RADIO RECEIVER & УСИЛИТЕЛЬ & КОНДЕНСАТОР;NULL;NULL;12;12;Электрика;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
384;ДИНАМИК;NULL;NULL;12;12;Электрика;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
385;АНТЕННА;NULL;NULL;12;12;Электрика;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
386;ЗВУКОВОЙ СИГНАЛ;NULL;NULL;12;12;Электрика;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
387;ЗЕРКАЛО;NULL;NULL;12;12;Электрика;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
388;ПОДОГРЕВ & AIR CONDITIONING - SET;NULL;NULL;12;12;Электрика;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
389;ПОДОГРЕВ & AIR CONDITIONING - HEATER UNIT & КРЫЛЬЧАТКА ;NULL;NULL;12;12;Электрика;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
390;ПОДОГРЕВ & AIR CONDITIONING - COOLER UNIT;NULL;NULL;12;12;Электрика;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
391;ПОДОГРЕВ & AIR CONDITIONING - CONTROL & ВОЗДУХОВОД;NULL;NULL;12;12;Электрика;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
392;ПОДОГРЕВ & AIR CONDITIONING - WATER PIPING;NULL;NULL;12;12;Электрика;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
393;ПОДОГРЕВ & AIR CONDITIONING - VACUUM PIPING;NULL;NULL;12;12;Электрика;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
394;ПОДОГРЕВ & AIR CONDITIONING - COOLER PIPING;NULL;NULL;12;12;Электрика;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
395;ПОДОГРЕВ & AIR CONDITIONING - COMPRESSOR;NULL;NULL;12;12;Электрика;3;3;NULL;08.1983 - 08.1985;2L;T1;DLX;MTM;5F;RCB;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
396;СТАНДАРТНЫЕ ИНСТРУМЕНТЫ;NULL;NULL;13;13;Принадлежности/Двигатель/Топливная система;4;4;NULL;08.1984 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
397;ЧАСТИЧНАЯ СБОРКА ДВИГАТЕЛЯ;NULL;NULL;13;13;Принадлежности/Двигатель/Топливная система;4;4;NULL;08.1984 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
398;КОРОТКИЙ ДВИГАТЕЛЬ В СБОРЕ;NULL;NULL;13;13;Принадлежности/Двигатель/Топливная система;4;4;NULL;08.1984 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
399;КОМПЛЕКТ ПРОКЛАДОК ДЛЯ КАПИТАЛЬНОГО РЕМОНТА ДВИГАТЕЛЯ;NULL;NULL;13;13;Принадлежности/Двигатель/Топливная система;4;4;NULL;08.1984 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
400;ГОЛОВКА БЛОКА ЦИЛИНДРОВ;NULL;NULL;13;13;Принадлежности/Двигатель/Топливная система;4;4;NULL;08.1984 - 08.1985;2L;T1;DLX;MTM;5F;XTR;G;HLF;NULL;NULL;NULL;NULL;NULL;NULL;1;1;4-RUNNER TRUCK;671440;08.1983 - 03.1989;RN5#,6#,7#,VZN6#,LN5#,6#;1;1;Toyota Европа;1;1;Toyota
